source_file,team_code,tournament_name,round_number,side,opponent,win_loss,judge,num_positions,num_adv_inh_solv,num_offs,num_cards_total,num_cards_with_highlight,total_highlighted_words,parse_confidence,warnings,tournament_source,num_offs_x_num_cards_total,num_offs_x_total_highlighted_words,num_cards_total_x_num_cards_with_highlight,num_positions_x_num_cards_total,num_adv_inh_solv_x_num_cards_total,dataset_split
Kansas-LaSc-Neg-Gonzaga-Round-8.docx,Kansas SL,Gonzaga,8,neg,Georgetown AC,W,"Cowan Watson - ONLINE, Solomon Schultz Luna",5,0,5,5,5,96,high,,Gonzaga,25,480,25,25,0,train
CSULongBeach-OrMe-Neg-01---Operation_-Find-The-Coon-(Northwestern)-Round-2.docx,CSU Long Beach OM,Northwestern,2,neg,Emory CrTa,W,"Taylor McIntosh, Valerie Ortega Curtis",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Georgetown-AgCo-Neg-01---Northwestern-Round-4.docx,Georgetown AC,Northwestern,4,neg,Michigan GJ,W,"Joyce Miklovis, Tony Cowan Connelly",5,0,5,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Emory-LoYa-Aff-01---Northwestern-Round-4.docx,Emory LY,Northwestern,4,aff,Kansas PH,W,"Hato Weideman, Joe Yang Coralynn",2,2,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Emory-WaKi-Aff-Gonzaga-University-Jesuit-Debates-Round-8.docx,Emory KW,Gonzaga,8,aff,Michigan HM - ONLINE,L,"McIlhenny Ramsey - ONLINE, Jordan Wang Tinghan",4,4,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
UTD-PeRa-Aff-01---Northwestern-Round-3.docx,UTD PR,Northwestern,3,aff,Emory OP,W,"Park Park, Jimin Penumetcha Rahul",4,4,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
WesternKentucky-InPu-Aff-1-----NUSO-----Northwestern-Round-2.docx,Western Kentucky IP,Northwestern,2,aff,Emory JR,L,"Ravikumar Price, Sam Ingram Kole",4,4,0,18,18,2429,high,,Northwestern,0,0,324,72,72,train
MissouriState-NeSi-Aff-01-Northwestern-Round-3.docx,Missouri State NS,Northwestern,3,aff,Dartmouth KR,W,"Rao Repko, William Neal Nico",6,6,0,20,20,2820,high,,Northwestern,0,0,400,120,120,train
UTD-HaKa-Neg-01---Northwestern-Round-8.docx,UTD HK,Northwestern,8,neg,Emory GM,W,"Maxwell Swidecki, Michael Karthik Mahintha",3,0,3,7,7,952,high,,Northwestern,21,2856,49,21,0,train
SouthernCalifornia-BhRa-Neg-1-Northwestern-Round-4.docx,Southern California BR,Northwestern,4,neg,Dartmouth CG,W,"Goldberg Renee - ONLINE, Avalyn Rahman Rayeed",6,0,6,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Kansas-BrWa-Neg-1---Northwestern-Round-1.docx,Kansas BW,Northwestern,1,neg,Emory LY,L,"Yang Vazquez Torres, Jenny Brown Connor",18,0,18,1,1,752,high,,Northwestern,18,13536,1,18,0,train
UCBerkeley-BoUr-Neg-3---Gonzaga-University-Jesuit-Debates-Round-1.docx,UC Berkeley BU,Gonzaga,1,neg,Georgetown TP,W,"Perez-Rubio Hirn, Kevin Urfalian Molly",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Emory-GrCh-Aff-1---Owen-L.-Coon-Memorial-Debates-Round-4.docx,Emory CG,Northwestern,4,aff,Harvard AB,L,"Bodet McIntosh, Valerie Chen Jason",5,5,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Emory-RuYo-Aff-1.-Northwestern-Round-6.docx,Emory RY,Northwestern,6,aff,Northwestern AT,W,"Tahirkheli Kall, Aaron Rupp Serena",3,3,0,1,1,448,high,,Northwestern,0,0,1,3,3,train
Emory-GaSo-Aff-4.-Gonzaga-Round-7.docx,Emory GS,Gonzaga,7,aff,CSU Long Beach OM,W,"Medina Reese - ONLINE, Thomas Gallagher Daniel",3,3,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
SouthernCalifornia-BhRa-Neg-2-Gonzaga-Round-1.docx,Southern California RB,Gonzaga,1,neg,Northwestern HP,W,"Peltier Vergho, Tyler Rahman Rayeed",2,0,2,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Michigan-HwMc-Aff-2---Gonzaga-Round-7.docx,Michigan HM,Gonzaga,7,aff,UC Berkeley GS,L,"Gilrain-Lennon Spiers, Jared Hwang Calvin",6,6,0,35,35,3363,high,,Gonzaga,0,0,1225,210,210,train
Kansas-OwWi-Aff-3---Gonzaga-Round-2.docx,Kansas OW,Gonzaga,2,aff,Michigan CC,L,"Chen Vergho, Tyler Willingham Zach",9,9,0,2,2,697,high,,Gonzaga,0,0,4,18,18,train
Wyoming-WiWi-Aff-4.-Gonzaga-Round-8.docx,Wyoming WW,Gonzaga,8,aff,Harvard/Amherst SL,W,"Lourenco Wiessner - ONLINE, Max Willson Jean-Luc",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Michigan-OuAg-Aff-4-Gonzaga-University-Jesuit-Debates-Round-1.docx,Michigan AO,Gonzaga,1,aff,CSU Long Beach OM,L,"Medina McCullough, Hunter Ou Robert",1,1,0,20,20,3134,high,,Gonzaga,0,0,400,20,20,train
Emory-GaSo-Neg-1.-Northwestern-Round-5.docx,Emory GS,Northwestern,5,neg,George Mason WW - ONLINE,W,"Wright Fleming, Nick Gallagher Daniel",13,0,13,0,0,0,medium,,Northwestern,0,0,0,0,0,train
CSULongBeach-OrMe-Neg-01---Operation_-Find-The-Coon-(Northwestern)-Round-8.docx,CSU Long Beach OM,Northwestern,8,neg,Emory KS,W,"Shirts Callahan, Christopher Ortega Curtis",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Northwestern-LuLe-Aff-01---Northwestern-Round-6.docx,Northwestern LL,Northwestern,6,aff,Wake Forest MP,W,"Peters Butler, Azja Lundberg Annabeth",1,1,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Michigan-EsSh-Neg-Northwestern-Round-7.docx,Michigan ES,Northwestern,7,neg,George Mason WW - ONLINE,W,"Wright Price, Sam Esmailzadeh Cyrus",4,0,4,6,6,540,high,,Northwestern,24,2160,36,24,0,train
WakeForest-KaSh-Neg-1---Northwestern-Round-1.docx,Wake Forest SK,Northwestern,1,neg,Michigan SS,L,"Shih Bannister, Dan Shakarov Hanna",7,0,7,6,6,621,high,,Northwestern,42,4347,36,42,0,train
Northwestern-RuLi-Aff-01---Northwestern-Round-1.docx,Northwestern LR,Northwestern,1,aff,Iowa KS,W,"Severson Meadows, Chad Rubin Veronica",7,7,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
MichiganState-JaSc-Neg-4---Gonzaga-Round-2.docx,Michigan State JS,Gonzaga,2,neg,Emory LY - ONLINE,L,"Lobo Ferguson - ONLINE, Josiah Jarman Zaria",1,0,1,6,6,3488,high,,Gonzaga,6,3488,36,6,0,train
UCBerkeley-BoUr-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,UC Berkeley UB,Northwestern,2,aff,Georgia CK,L,"Kaidar-Heafetz Hall, Sherry Urfalian Molly",1,1,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Northwestern-ArHi-Aff-01---Gonzaga-Round-3.docx,Northwestern AH,Gonzaga,3,aff,Emory CG - ONLINE,W,"Martin - ONLINE, Nate Hines Brock",1,1,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Emory AS,Northwestern,2,neg,Kansas HM,W,"Martinez Vazquez Torres, Jenny Aggarwal Sachin",5,0,5,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Texas-GaSt-Aff-02---Gonzaga-Round-5.docx,Texas GS,Gonzaga,5,aff,Northwestern LW,L,"Weisz Baez, Kristiana Stevenson Devon",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
DartmouthCollege-PaHa-Aff-01----northwestern-Round-5.docx,Dartmouth HP,Northwestern,5,aff,Southern California TM - ONLINE,L,"Troup Babcock - ONLINE, Thomas Park Ethan",2,2,0,2,2,1487,high,,Northwestern,0,0,4,4,4,train
Michigan-OuAg-Neg-1-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Michigan AO,Northwestern,5,neg,Kansas PH,L,"Hato Vazquez Torres, Jenny Ou Robert",3,0,3,14,14,2087,high,,Northwestern,42,6261,196,42,0,train
Michigan-MoAl-Aff-1---Northwestern-Round-6.docx,Michigan AM,Northwestern,6,aff,Stanford LL - ONLINE,L,"Lai Gidley - ONLINE, Ned Moon Ava",2,2,0,37,37,2726,high,,Northwestern,0,0,1369,74,74,train
MissouriState-HaNe-Neg-01-Northwestern-Round-8.docx,Missouri State HN,Northwestern,8,neg,Southern California BM - ONLINE,L,"Martin Moore - ONLINE, Jack Hahn Shelby",9,0,9,5,5,141,high,,Northwestern,45,1269,25,45,0,train
WakeForest-DiEl-Neg-2---Gonzaga-University-Jesuit-Debates-Round-4.docx,Wake Forest DE,Gonzaga,4,neg,Trinity KP,W,"King Rooney, David Elliott Elizabeth",4,0,4,4,4,1041,high,,Gonzaga,16,4164,16,16,0,train
DartmouthCollege-JoRa-Neg-2---Gonzaga-Round-5.docx,Dartmouth JR,Gonzaga,5,neg,Wyoming WW,W,"Willson Dal Pra - ONLINE, Sophia Rao Sebastian",5,0,5,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
UCBerkeley-BoUr-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,UC Berkeley UB,Northwestern,8,neg,Baylor LL,W,"LoCicero Howley, Shannon Urfalian Molly",2,0,2,2,2,439,high,,Northwestern,4,878,4,4,0,train
Emory-KiSh-Neg-01---Northwestern-Round-1.docx,Emory KS,Northwestern,1,neg,Missouri State NS,W,"Siever Revare, Graham Shirts Jared",7,0,7,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Stanford-LaYa-Aff-Gonzaga-University-Jesuit-Debates-Round-2.docx,Stanford LY,Gonzaga,2,aff,George Mason WW - ONLINE,W,"Wright Shaikh - ONLINE, Zahir Lai Devin",3,3,0,9,9,1263,high,,Gonzaga,0,0,81,27,27,train
Michigan-JoGa-Neg-0---northwestern-Round-3.docx,Michigan GJ,Northwestern,3,neg,Emory GM,L,"Maxwell Vazquez Torres, Jenny Garvey Alexis",2,0,2,5,5,878,high,,Northwestern,10,1756,25,10,0,train
Michigan-OuAg-Neg-4-Gonzaga-University-Jesuit-Debates-Round-6.docx,Michigan AO,Gonzaga,6,neg,UC Berkeley BU,W,"Boguslavsky Spiers, Jared Ou Robert",1,0,1,31,31,1883,high,,Gonzaga,31,1883,961,31,0,train
WakeForest-LeSa-Neg-Northwestern-Round-6.docx,Wake Forest SL,Northwestern,6,neg,Southern California BM - ONLINE,W,"Martin Hampton - ONLINE, Jyleesa Sampat Jayden",1,0,1,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Minnesota-HaUs-Aff-3-Gonzaga-University-Jesuit-Debates-Round-1.docx,Minnesota HU,Gonzaga,1,aff,Kansas OW,L,"Owings Stupek, Johnnie Usenov Timur",14,14,0,38,38,3144,high,,Gonzaga,0,0,1444,532,532,train
WesternKentucky-NeKu-Neg-01---Northwestern-Round-2.docx,Western Kentucky KN,Northwestern,2,neg,Baylor BK,L,"Keeler Butler, Azja Ney Riley",5,0,5,3,3,1021,high,,Northwestern,15,5105,9,15,0,train
Emory-JiRa-Aff-NUSO-Round-7.docx,Emory JR,Northwestern,7,aff,Kansas State SA,W,"Ardis Robinson, Tajaih Ravikumar Adhitya",2,2,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
SouthernCalifornia-TrMi-Aff-Northwestern-Round-1.docx,Southern California TM,Northwestern,1,aff,Stanford LL - ONLINE,L,"Lai Bukowsky - ONLINE, Holden Mills Jackson",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
MichiganState-JaSc-Neg-1-Northwestern-Round-5.docx,Michigan State JS,Northwestern,5,neg,Emory AS,W,"Stumpff Edwards, Maverick Jarman Zaria",6,0,6,8,8,1166,high,,Northwestern,48,6996,64,48,0,train
Wyoming-CaHa-Neg-Gonzaga-Round-3.docx,Wyoming CH,Gonzaga,3,neg,Emory CR - ONLINE,W,"Charabuddi Channa - ONLINE, Dhruv Campbell Jaden",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Trinity-KiPa-Aff-3---Gonzaga-Round-1.docx,Trinity KP,Gonzaga,1,aff,Michigan SS,L,"Shih Foley, Jordan Patterson Ruth",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Emory-RuYo-Neg-1.-Northwestern-Round-1.docx,Emory RY,Northwestern,1,neg,Georgetown VP,W,"Perez-Rubio Miklovis, Tony Rupp Serena",5,0,5,0,0,0,medium,,Northwestern,0,0,0,0,0,train
DartmouthCollege-CaGo-Aff-1---NUSO-Round-7.docx,Dartmouth CG,Northwestern,7,aff,UTD PR,W,"Ravi Fleming, Nick Cai Nora",6,6,0,3,3,369,high,,Northwestern,0,0,9,18,18,train
Georgia-CaPa-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,Georgia CP,Northwestern,7,neg,Dartmouth HP,W,"Park Blenden, Cade Pack Laurel",8,0,8,1,1,1475,high,,Northwestern,8,11800,1,8,0,train
Georgetown-KlLi-Neg-01---Northwestern-Round-7.docx,Georgetown KL,Northwestern,7,neg,Southern California BR - ONLINE,L,"Rahman Loew - ONLINE, Nick Klingler Megan",10,0,10,1,1,154,high,,Northwestern,10,1540,1,10,0,train
Michigan-ChCh-Aff-1---Northwestern-Round-2.docx,Michigan CC,Northwestern,2,aff,CSU Long Beach ES,W,"Saenz Revelins - ONLINE, Armands Chamarthy Gautam",2,2,0,28,28,4222,high,,Northwestern,0,0,784,56,56,train
Northwestern-NePa-Neg-2---Gonzaga-Round-5.docx,Northwestern NP,Gonzaga,5,neg,Iowa EW - ONLINE,W,"Eltyeb Santora - ONLINE, Jeremy Nestor Maryclare",1,0,1,3,3,2393,high,,Gonzaga,3,2393,9,3,0,train
Emory-ChRa-Neg-Gonzaga-Round-4.docx,Emory CR,Gonzaga,4,neg,CSU Long Beach SS - HYBRID,L,"Saenz Dal Pra - ONLINE, Sophia Ravikumar Adhitya",1,0,1,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Northwestern-RuLi-Aff-03---Gonzaga-Round-2.docx,Northwestern LR,Gonzaga,2,aff,Georgetown TP,W,"Perez-Rubio Baez, Kristiana Rubin Veronica",6,6,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Iowa-WeEl-Neg-03-----Gonzaga-University-Jesuit-Debates-Round-4.docx,Iowa EW,Gonzaga,4,neg,Emory LY - ONLINE,W,"Yang & Lobo stidham - ONLINE,",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Binghamton-TrPa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Binghamton TP,Northwestern,8,neg,Owen,L,,0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Emory-GrCh-Neg-1---Owen-L.-Coon-Memorial-Debates-Round-3.docx,Emory CG,Northwestern,3,neg,Oklahoma BW - ONLINE,W,"Reese - ONLINE, Thomas Chen Jason",9,0,9,0,0,0,medium,,Northwestern,0,0,0,0,0,train
UTD-PeRa-Aff-01---Northwestern-Round-2.docx,UTD PR,Northwestern,2,aff,Wake Forest PS,L,"Sencion Regnier - ONLINE, Jason Penumetcha Rahul",2,2,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Michigan-ShSh-Aff-Northwestern-Round-8.docx,Michigan SS,Northwestern,8,aff,Dartmouth CG,W,"Goldberg DeLong, Brian Shih Conner",5,5,0,45,45,4231,high,,Northwestern,0,0,2025,225,225,train
CSULongBeach-OrMe-Aff-04---Operation_-Gonzigga-(Gonzaga-University-Jesuit-Debates)-Round-8.docx,CSU Long Beach OM,Gonzaga,8,aff,Michigan State JS - ONLINE,W,"Scully Dal Pra - ONLINE, Sophia Ortega Curtis",1,1,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
WakeForest-KaSh-Neg-1---Northwestern-Round-3.docx,Wake Forest SK,Northwestern,3,neg,Michigan AM,L,"Moon Hecht, Margaret Shakarov Hanna",7,0,7,6,6,621,high,,Northwestern,42,4347,36,42,0,train
Michigan-BaPa-Aff-Gonzaga-Round-2.docx,Michigan BP,Gonzaga,2,aff,Gonzaga WR,W,"Roe Symonds, Adam Barrett Eleanor",3,3,0,37,37,3386,high,,Gonzaga,0,0,1369,111,111,train
Minnesota-HaUs-Neg-3-Gonzaga-University-Jesuit-Debates-Round-6.docx,Minnesota HU,Gonzaga,6,neg,Dartmouth CG,L,"Goldberg Weideman, Joe Usenov Timur",13,0,13,7,7,1048,high,,Gonzaga,91,13624,49,91,0,train
Kentucky-GaSl-Neg-Northwestern-Round-1.docx,Kentucky GS,Northwestern,1,neg,Emory JR,W,"Ravikumar Kelley, Brandon Gabay Ariel",5,0,5,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Navy-CoRe-Aff-Gonzaga-Round-4.docx,Navy CR,Gonzaga,4,aff,Iowa SK - ONLINE,L,"Kleiman Joseph - ONLINE, Kyle Rea Armen",1,1,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Michigan-ShSh-Neg-Northwestern-Round-2.docx,Michigan SS,Northwestern,2,neg,Emory GM,L,"Maxwell Garrett, Lincoln Shih Conner",4,0,4,10,10,955,high,,Northwestern,40,3820,100,40,0,train
Kansas-BrWa-Neg-3---Gonzaga-Round-5.docx,Kansas BW,Gonzaga,5,neg,Georgetown LN,W,"Nanji McCullough, Hunter Brown Connor",8,0,8,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
KansasState-ArSa-Neg-1-----Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Kansas State SA,Northwestern,5,neg,Emory CF,L,"Charabuddi Lasseter, Storm Sand Caitlin",1,0,1,2,2,1549,high,,Northwestern,2,1549,4,2,0,train
Emory-GrCh-Aff-3---Gonzaga-Round-4.docx,Emory CG,Gonzaga,4,aff,Wake Forest AB,L,"Brown Reese - ONLINE, Thomas Chen Jason",2,2,0,1,1,784,high,,Gonzaga,0,0,1,2,2,train
Georgetown-KlLi-Neg-01---Northwestern-Round-5.docx,Georgetown KL,Northwestern,5,neg,Wake Forest HN,L,"Namikas Stern, Ethan Klingler Megan",2,0,2,1,1,294,high,,Northwestern,2,588,1,2,0,train
Stanford-LaLa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Stanford LL,Northwestern,8,aff,Emory AS,W,"Stumpff Rao, Bryce Lai Kevin",2,2,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
DartmouthCollege-KaRa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Dartmouth KR,Northwestern,8,neg,Western Kentucky SS,L,"StPeter Blenden, Cade Rao Sebastian",6,0,6,2,2,191,high,,Northwestern,12,1146,4,12,0,train
Binghamton-TrPa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Binghamton TP,Northwestern,1,neg,Georgia CP,W,"Pack Tillman - ONLINE, Elysia Treulich Amanda",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Emory-GaSo-Aff-4.-Gonzaga-Round-6.docx,Emory GS,Gonzaga,6,aff,Binghamton CK,L,"King Davidson, Ari Gallagher Daniel",5,5,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Michigan-BaPa-Neg-Gonzaga-Round-8.docx,Michigan BP,Gonzaga,8,neg,Wake Forest DE,W,"Elliott Vazquez Torres, Jenny Barrett Eleanor",4,0,4,28,28,2343,high,,Gonzaga,112,9372,784,112,0,train
SouthernCalifornia-BrMa-Neg-Northwestern-Round-1.docx,Southern California BM,Northwestern,1,neg,North Texas VH - ONLINE,W,"Hasper Luckett - ONLINE, Jazmyn Bradley Clare",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Northwestern-NePa-Neg-2---Gonzaga-Round-2.docx,Northwestern NP,Gonzaga,2,neg,Dartmouth CG,W,"Goldberg Vernon, Kc Nestor Maryclare",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Iowa-WeEl-Aff-03-----Gonzaga-University-Jesuit-Debates-Round-2.docx,Iowa EW,Gonzaga,2,aff,Michigan State GL - ONLINE,L,"Lewis Dal Pra - ONLINE, Sophia Weimar Nathan",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Emory-LoYa-Aff-01---Northwestern-Round-5.docx,Emory LY,Northwestern,5,aff,Michigan BP,L,"Park Garrett, Lincoln Yang Coralynn",5,5,0,3,3,1371,high,,Northwestern,0,0,9,15,15,train
WesternKentucky-CaFo-Aff-1---NUSO-Round-5.docx,Western Kentucky CF,Northwestern,5,aff,Kansas HM,W,"Martinez Harper, Tessa Carter Sage",2,2,0,23,23,3359,high,,Northwestern,0,0,529,46,46,train
MacalesterCollege-HaWi-Neg-1--Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Macalester HW,Northwestern,5,neg,Wake Forest SL,L,"Leverett Cooper, Deven Harrison Isa",2,0,2,2,2,1726,high,,Northwestern,4,3452,4,4,0,train
WesternKentucky-CaFo-Aff-1---NUSO-Round-1.docx,Western Kentucky CF,Northwestern,1,aff,Dartmouth HP,W,"Park McIntosh, Valerie Carter Sage",2,2,0,23,23,3356,high,,Northwestern,0,0,529,46,46,train
MissouriState-NeSi-Aff-01-Northwestern-Round-5.docx,Missouri State NS,Northwestern,5,aff,Wake Forest BA,L,"Aderibigbe Price, Sam Neal Nico",2,2,0,18,18,1748,high,,Northwestern,0,0,324,36,36,train
Baylor-DaLa-Neg-Northwestern-Round-8.docx,Baylor DL,Northwestern,8,neg,Northwestern AT,L,"Tahirkheli Roetlin, Spencer Darwish Omar",4,0,4,6,6,1219,high,,Northwestern,24,4876,36,24,0,train
Wyoming-CaHa-Neg-Gonzaga-Round-7.docx,Wyoming CH,Gonzaga,7,neg,Michigan State FM - ONLINE,L,"Martin Meyers-Levy - ONLINE, Dustin Campbell Jaden",2,0,2,4,4,1145,high,,Gonzaga,8,2290,16,8,0,train
Iowa-BiSa-Neg-3--Gonzaga-University-Jesuit-Debates-Round-5.docx,Iowa BS,Gonzaga,5,neg,Southern California DT - ONLINE,L,"Turner Turner - ONLINE, John Bilicki Rose",1,0,1,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
WesternKentucky-InPu-Neg-1-----NUSO-----Northwestern-Round-5.docx,Western Kentucky IP,Northwestern,5,neg,Dartmouth KR,L,"Rao Wilkinson - ONLINE, Matthew Ingram Kole",6,0,6,4,4,1268,high,,Northwestern,24,7608,16,24,0,train
WesternKentucky-CaFo-Neg-1---NUSO-Round-3.docx,Western Kentucky CF,Northwestern,3,neg,Southern California BR - ONLINE,L,"Rahman Babcock - ONLINE, Thomas Carter Sage",13,0,13,3,3,408,high,,Northwestern,39,5304,9,39,0,train
MichiganState-GuLe-Aff-Northwestern-Round-6.docx,Michigan State GL,Northwestern,6,aff,Michigan ES,W,"Shetty DeLong, Brian Gusis Joanna",2,2,0,1,1,714,high,,Northwestern,0,0,1,2,2,train
Kansas-BaMc-Neg-1---Northwestern-Round-6.docx,Kansas MB,Northwestern,6,neg,Emory SW,W,"Wang Wagner - ONLINE, Addison McConnell Sean",6,0,6,0,0,0,medium,,Northwestern,0,0,0,0,0,train
MissouriState-HaNe-Aff-01-Northwestern-Round-7.docx,Missouri State HN,Northwestern,7,aff,Kansas LH,W,"Harker Navarrete, Manny Hahn Shelby",2,2,0,4,4,351,high,,Northwestern,0,0,16,8,8,train
Emory-PeSt-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Emory PS,Northwestern,5,neg,Wyoming CH,W,"Hawley Freehan, Tim Pelli Madeleine",8,0,8,0,0,0,medium,,Northwestern,0,0,0,0,0,train
DartmouthCollege-PaHa-Aff-01----northwestern-Round-4.docx,Dartmouth HP,Northwestern,4,aff,Emory CrTa,L,"Taylor Kelley, Brandon Park Ethan",1,1,0,5,5,3230,high,,Northwestern,0,0,25,5,5,train
UCBerkeley-MeRe-Neg-1---Northwestern-Round-5.docx,UC Berkeley RM,Northwestern,5,neg,Kansas SC,W,"Chidambaranathan Navarrete, Manny Menotti Emilio",9,0,9,14,14,4066,high,,Northwestern,126,36594,196,126,0,train
Baylor-LoLi-Aff-Northwestern-Round-8.docx,Baylor LL,Northwestern,8,aff,UC Berkeley UB,L,"Boguslavsky Howley, Shannon LoCicero Isabella",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Indiana-FiTr-Aff-1.-Northwestern-Round-6.docx,Indiana TF,Northwestern,6,aff,Wyoming WW,L,"Widi Rebrovick, Tripp Fish Zander",1,1,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Harvard-DeSr-Neg-1.-Northwestern-Round-8.docx,Harvard DS,Northwestern,8,neg,Georgia CP,W,"Pack Loew - ONLINE, Nick Deshpande Niranjan",4,0,4,6,6,466,high,,Northwestern,24,1864,36,24,0,train
MacalesterCollege-HaWi-Aff-1--Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Macalester HW,Northwestern,4,aff,UTD PR,L,"Ravi Callahan, Christopher Harrison Isa",7,7,0,17,17,3250,high,,Northwestern,0,0,289,119,119,train
Emory-RuYo-Aff-3.-Gonzaga-Round-5.docx,Emory RY,Gonzaga,5,aff,Wake Forest DE,L,"Elliott Martin - ONLINE, Nate Rupp Serena",10,10,0,1,1,374,high,,Gonzaga,0,0,1,10,10,train
Northwestern-RuLi-Neg-03---Gonzaga-Round-4.docx,Northwestern LR,Gonzaga,4,neg,Georgetown AC,W,"Cowan Fleming, Nick Rubin Veronica",9,0,9,6,6,693,high,,Gonzaga,54,6237,36,54,0,train
MichiganState-FoMa-Aff-01---Northwestern-Round-4.docx,Michigan State FM,Northwestern,4,aff,UC Berkeley RM,L,"Reichel White, Adam Foster Isabella",6,6,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
WakeForest-LiSf-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Wake Forest SL,Northwestern,2,aff,Kansas WW,L,"Williams Stern, Ethan Sampat Jayden",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Iowa-WeEl-Neg-01-----Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Iowa WE,Northwestern,4,neg,Michigan ES,L,"Shetty Yonter, Victoria Weimar Nathan",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Iowa-BiSa-Neg-1--Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,Iowa BS,Northwestern,6,neg,Baylor DL,L,"Lassen Wofford - ONLINE, Joseph Bilicki Rose",1,0,1,0,0,0,medium,,Northwestern,0,0,0,0,0,train
DartmouthCollege-KaRa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Dartmouth KR,Northwestern,5,aff,Western Kentucky IP,W,"Puranik Wilkinson - ONLINE, Matthew Rao Sebastian",4,4,0,4,4,946,high,,Northwestern,0,0,16,16,16,train
Emory-RuYo-Neg-1.-Northwestern-Round-4.docx,Emory RY,Northwestern,4,neg,Kansas State SA,W,"Ardis Ella, Maeve Rupp Serena",1,0,1,0,0,0,medium,,Northwestern,0,0,0,0,0,train
