match_key,tournament_source,round_number,aff_team,neg_team,aff_source_file,neg_source_file,aff_win_label,aff_original_split,neg_original_split,aff_parse_confidence,neg_parse_confidence,aff_parse_high,aff_parse_medium,neg_parse_high,neg_parse_medium,aff_zero_feature_flag,neg_zero_feature_flag,tournament_northwestern,aff_num_positions,neg_num_positions,diff_num_positions,aff_num_adv_inh_solv,neg_num_adv_inh_solv,diff_num_adv_inh_solv,aff_num_offs,neg_num_offs,diff_num_offs,aff_num_cards_total,neg_num_cards_total,diff_num_cards_total,aff_num_cards_with_highlight,neg_num_cards_with_highlight,diff_num_cards_with_highlight,aff_total_highlighted_words,neg_total_highlighted_words,diff_total_highlighted_words,diff_cards_per_position
Gonzaga|7|minnesota hu|southern california bm,Gonzaga,7,Southern California BM,Minnesota HU,SouthernCalifornia-BrMa-Aff-Gonzaga-Round-7.docx,Minnesota-HaUs-Neg-3-Gonzaga-University-Jesuit-Debates-Round-7.docx,1,test,train,medium,high,0,1,1,0,0,0,0,2,3,-1,2,0,2,0,3,-3,0,13,-13,0,13,-13,0,1726,-1726,-4.333333333333333
Gonzaga|7|northwestern hp|texas gs,Gonzaga,7,Texas GS,Northwestern HP,Texas-GaSt-Aff-02---Gonzaga-Round-7.docx,Northwestern-HePe-Neg-02---Gonzaga-University-Jesuit-Debates-Round-7.docx,1,train,train,medium,medium,0,1,0,1,1,0,0,0,2,-2,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|7|southern california tm|texas fl,Gonzaga,7,Texas FL,Southern California TM,Texas-FeLo-Aff-2--Gonzaga-Round-7.docx,SouthernCalifornia-TrMi-Neg-Gonzaga-Round-7.docx,1,train,train,medium,medium,0,1,0,1,0,1,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|7|utd hh|wyoming ww,Gonzaga,7,UTD HH,Wyoming WW,UTD-HoHu-Aff-02---Gonzaga-Round-7.docx,Wyoming-WiWi-Neg-4.-Gonzaga-Round-7.docx,1,train,train,high,medium,1,0,0,1,0,0,0,4,2,2,4,0,4,0,2,-2,2,0,2,2,0,2,601,0,601,0.5
Gonzaga|8|baylor dl|george mason ww,Gonzaga,8,George Mason WW,Baylor DL,GeorgeMason-WrWi-Aff-4---Gonzaga-Round-8.docx,Baylor-DaLa-Neg-Gonzaga-Round-8.docx,1,validation,test,high,high,1,0,1,0,0,0,0,4,1,3,4,0,4,0,1,-1,9,3,6,9,3,6,2592,1305,1287,-0.75
Gonzaga|8|csu long beach om|michigan state js,Gonzaga,8,CSU Long Beach OM,Michigan State JS,CSULongBeach-OrMe-Aff-04---Operation_-Gonzigga-(Gonzaga-University-Jesuit-Debates)-Round-8.docx,MichiganState-JaSc-Neg-4---Gonzaga-Round-8.docx,1,train,validation,medium,medium,0,1,0,1,0,0,0,1,2,-1,1,0,1,0,2,-2,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|8|dartmouth cg|michigan state gs,Gonzaga,8,Dartmouth CG,Michigan State GS,DartmouthCollege-CaGo-Aff-4---Gonzaga-Round-8.docx,MichiganState-GeSh-Neg-Gonzaga-University-Jesuit-Debates-Round-8.docx,1,validation,validation,high,medium,1,0,0,1,0,1,0,2,0,2,2,0,2,0,0,0,1,0,1,1,0,1,317,0,317,0.5
Gonzaga|8|emory cr|georgia ck,Gonzaga,8,Emory CR,Georgia CK,Emory-ChRa-Aff-Gonzaga-Round-8.docx,Georgia-KaCh-Neg-3---Gonzaga-Round-8.docx,0,train,test,high,high,1,0,1,0,0,0,0,8,2,6,8,0,8,0,2,-2,1,1,0,1,1,0,191,61,130,-0.375
Gonzaga|8|emory gs|michigan es,Gonzaga,8,Michigan ES,Emory GS,Michigan-EsSh-Aff-Gonzaga-Round-8.docx,Emory-GaSo-Neg-4.-Gonzaga-Round-8.docx,0,train,train,high,high,1,0,1,0,0,0,0,8,13,-5,8,0,8,0,13,-13,60,1,59,60,1,59,4555,24,4531,7.423076923076923
Gonzaga|8|emory kw|michigan hm,Gonzaga,8,Emory KW,Michigan HM,Emory-WaKi-Aff-Gonzaga-University-Jesuit-Debates-Round-8.docx,Michigan-HwMc-Neg-2---Gonzaga-Round-8.docx,0,train,train,medium,high,0,1,1,0,0,0,0,4,12,-8,4,0,4,0,12,-12,0,28,-28,0,28,-28,0,2661,-2661,-2.3333333333333335
Gonzaga|8|emory ly|michigan cc,Gonzaga,8,Michigan CC,Emory LY,Michigan-ChCh-Aff-3---Gonzaga-Round-8.docx,Emory-LoYa-Neg-03---Gonzaga-Round-8.docx,0,test,test,high,high,1,0,1,0,0,0,0,12,13,-1,12,0,12,0,13,-13,58,1,57,58,1,57,4265,613,3652,4.756410256410256
Gonzaga|8|emory ts|georgetown ln,Gonzaga,8,Emory TS,Georgetown LN,Emory-StTa-Aff-Gonzaga-Round-8.docx,Georgetown-LaNa-Neg-03---Gonzaga-Round-8.docx,0,train,test,medium,medium,0,1,0,1,0,0,0,2,10,-8,2,0,2,0,10,-10,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|8|georgetown ac|kansas sl,Gonzaga,8,Georgetown AC,Kansas SL,Georgetown-AgCo-Aff-04---Gonzaga-Round-8.docx,Kansas-LaSc-Neg-Gonzaga-Round-8.docx,0,test,train,medium,high,0,1,1,0,0,0,0,4,5,-1,4,0,4,0,5,-5,0,5,-5,0,5,-5,0,96,-96,-1.0
Gonzaga|8|georgetown tp|harvard ab,Gonzaga,8,Georgetown TP,Harvard AB,Georgetown-PeTa-Aff-01---Jesuit-Debates-@-Gonzaga-University-Round-8.docx,Harvard-AoBo-Neg-2.-Gonzaga-Round-8.docx,0,test,validation,medium,high,0,1,1,0,1,0,0,0,3,-3,0,0,0,0,3,-3,0,10,-10,0,10,-10,0,1272,-1272,-3.3333333333333335
Gonzaga|8|kansas ua|texas fl,Gonzaga,8,Kansas UA,Texas FL,Kansas-AiUl-Aff-3.-Gonzaga-Round-8.docx,Texas-FeLo-Neg-2--Gonzaga-Round-8.docx,0,train,train,medium,medium,0,1,0,1,0,1,0,9,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|8|kentucky gs|utd pr,Gonzaga,8,UTD PR,Kentucky GS,UTD-PeRa-Aff-04---Gonzaga-Round-8.docx,Kentucky-GaSl-Neg-Gonzaga-Round-8.docx,1,train,train,medium,high,0,1,1,0,0,0,0,4,4,0,4,0,4,0,4,-4,0,1,-1,0,1,-1,0,276,-276,-0.25
Gonzaga|8|michigan ao|northwestern at,Gonzaga,8,Northwestern AT,Michigan AO,Northwestern-ArTa-Aff-3.-Gonzaga-Round-8.docx,Michigan-OuAg-Neg-4-Gonzaga-University-Jesuit-Debates-Round-8.docx,1,train,train,high,medium,1,0,0,1,0,1,0,9,0,9,9,0,9,0,0,0,1,0,1,1,0,1,197,0,197,0.1111111111111111
Gonzaga|8|michigan bp|wake forest de,Gonzaga,8,Wake Forest DE,Michigan BP,WakeForest-DiEl-Aff-2---Gonzaga-University-Jesuit-Debates-Round-8.docx,Michigan-BaPa-Neg-Gonzaga-Round-8.docx,0,train,train,high,high,1,0,1,0,0,0,0,5,4,1,5,0,5,0,4,-4,13,28,-15,13,28,-15,1782,2343,-561,-4.4
Gonzaga|8|michigan cs|uc berkeley gs,Gonzaga,8,UC Berkeley GS,Michigan CS,UCBerkeley-GiSi-Aff-2----Gonzaga-University-Jesuit-Debates-Round-8.docx,Michigan-ChSa-Neg-3---Gonzaga-Round-8.docx,1,train,test,high,high,1,0,1,0,0,0,0,3,1,2,3,0,3,0,1,-1,3,8,-5,3,8,-5,300,1592,-1292,-7.0
Gonzaga|8|michigan state gl|northwestern lr,Gonzaga,8,Michigan State GL,Northwestern LR,MichiganState-GuLe-Aff-Gonzaga-Round-8.docx,Northwestern-RuLi-Neg-03---Gonzaga-Round-8.docx,0,train,test,high,medium,1,0,0,1,0,0,0,5,7,-2,5,0,5,0,7,-7,3,0,3,3,0,3,2452,0,2452,0.6
Gonzaga|8|northwestern hp|purdue hh,Gonzaga,8,Northwestern HP,Purdue HH,Northwestern-HePe-Aff-02---Gonzaga-University-Jesuit-Debates-Round-8.docx,Purdue-HaHa-Neg-1---Gonzaga-Round-8.docx,0,train,train,medium,high,0,1,1,0,0,0,0,4,4,0,4,0,4,0,4,-4,0,8,-8,0,8,-8,0,1607,-1607,-2.0
Gonzaga|8|southern california bm|wyoming ch,Gonzaga,8,Wyoming CH,Southern California BM,Wyoming-CaHa-Aff-Gonzaga-Round-8.docx,SouthernCalifornia-BrMa-Neg-Gonzaga-Round-8.docx,0,train,validation,high,medium,1,0,0,1,0,1,0,4,0,4,4,0,4,0,0,0,5,0,5,5,0,5,525,0,525,1.25
Northwestern|1|arizona state ss|kansas ls,Northwestern,1,Arizona State SS,Kansas LS,ArizonaState-SaSm-Aff-1---Owen-L.-Coon-Round-1.docx,Kansas-LaSc-Neg-Northwestern-Round-1.docx,0,validation,test,medium,medium,0,1,0,1,1,0,1,0,2,-2,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0.0
Northwestern|1|baylor bk|csu long beach om,Northwestern,1,CSU Long Beach OM,Baylor BK,CSULongBeach-OrMe-Aff-01---Operation_-Find-The-Coon-(Northwestern)-Round-1.docx,Baylor-KeBe-Neg-Northwestern-Round-1.docx,1,train,validation,medium,medium,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
